D1,D2
2471,19283
1907,10481
1997,12451
303,19299
184,2959
836,8739
2052,6286
1476,11083
1070,18620
1365,18372
2191,16173
1860,5560
1893,11120
1882,10854
1901,10882
1504,4817
2264,19007
491,19957
663,7135
1413,2788
540,9383
312,13299
1539,4756
53,17892
2103,2963
1194,14916
625,18443
1136,17383
2087,11143
905,19636
64,8391
1426,10692
828,10887
2244,594
297,15653
684,17573
579,15015
1424,8192
548,3414
765,15415
1952,1769
1975,8180
1891,15304
101,2593
2356,5527
378,21690
147,21192
1930,15375
2139,101
500,12544
1242,2465
1564,6914
1578,3323
2371,6949
2394,13251
1695,17274
1966,656
1108,10672
1066,8297
872,15268
941,2805
1080,14454
461,18389
1340,8496
1589,2645
107,12090
164,18937
1657,16332
2248,8368
191,1243
2511,21503
2387,20821
1863,21325
1577,13540
136,2576
201,6828
925,21757
1338,18485
276,15426
1511,4519
2513,20426
1984,1120
1291,17829
975,13422
2392,15893
1423,7699
1931,1258
1044,6952
2502,16033
1751,20117
2054,7601
1148,16756
2210,16560
944,14177
1535,18999
1944,828
157,16205
1010,15003
2221,11340
137,21120
199,5511
2476,6955
1976,12093
428,6990
2039,7443
1962,13416
1474,3961
1437,11704
370,15071
1550,11326
1802,14924
337,6115
1506,16666
2029,14035
999,4923
1009,780
1992,1274
857,7347
598,9658
2254,345
1266,4232
573,16964
637,15920
1177,20811
1448,7902
2006,13921
2335,8279
996,2750
30,11088
1359,1903
2146,6470
1790,19800
678,8962
604,15829
2237,1696
1412,16818
1185,11039
2061,352
1938,20726
88,3269
1149,9481
541,1231
2422,8663
2295,21434
1875,9386
2126,2139
1686,20038
1961,8373
2273,5255
176,12915
1595,13390
1829,1305
2118,20621
211,400
630,12817
2297,4739
635,7145
1618,6364
2527,13282
735,12273
1030,10555
1263,22051
687,20212
1141,9253
1584,11475
875,4226
2483,11841
1821,10711
1522,1025
2123,1794
1529,1441
192,11131
1110,13636
714,16478
474,18529
2317,15825
1614,11350
382,12582
1708,16226
1037,12168
309,19291
151,691
1943,15780
2267,2527
1563,430
1159,13109
2063,6308
2224,14686
615,11339
1022,12116
336,7237
1753,16220
2435,20419
539,11542
537,790
1137,4429
1866,14359
2033,18679
1922,20240
1320,884
2101,15843
1534,1090
2084,8987
2211,12696
299,4644
2184,11689
1699,17103
737,6759
1451,4719
172,1152
416,19475
2474,14437
2452,2138
1700,17085
704,18206
544,13664
2328,16352
286,18626
134,3740
648,4759
3,4378
1908,8694
1623,6592
1432,6230
2007,20461
1233,12407
1592,16658
775,5380
680,843
1429,10529
668,6458
1615,12973
1065,10599
595,14869
1510,19042
1095,2702
1435,1470
734,5991
2159,16653
620,6779
1305,2558
1769,5882
937,19775
1883,19123
1874,14194
